1,1.75,75.938,790.061,29.086,25.831,25.733,4.58,0.03,0.041,0.731,nan,18.265,36.829,0.97,2.096
2,2.37,62.582,959.189,44.523,57.754,57.563,45.27,0.01,0.035,0.286,0.001,40.838,46.665,0.455,1.573
3,2.1,64.385,932.604,83.18,60.999,60.802,41.045,0.014,0.013,1.081,nan,43.133,108.67,1.119,1.954
4,0.57,50.76,1140.036,161.361,148.724,147.152,39.286,nan,0.077,nan,nan,105.164,187.458,0.582,0.715
5,1.35,60.534,991.84,37.845,42.074,41.904,13.58,0.018,0.052,0.344,nan,29.751,36.581,0.539,2.048
6,2.34,61.617,973.965,62.564,54.696,54.503,39.161,0.047,0.029,1.595,nan,38.676,79.081,1.077,2.204
7,1.48,65.72,913.958,61.033,61.208,60.953,25.0,0.034,0.038,0.915,nan,43.281,72.038,0.718,1.516
8,2.56,71.694,836.94,21.805,16.514,16.469,0.549,0.052,0.017,3.106,0.005,11.677,28.627,1.265,1.654
9,2.5,77.872,774.688,73.498,54.561,54.421,25.0,0.023,0.022,1.076,0.003,38.58,96.523,1.135,1.751
10,2.12,73.08,821.175,57.702,28.576,28.488,2.597,0.009,0.005,1.897,0.003,20.206,76.764,1.258,1.064
11,2.18,65.11,921.319,47.255,35.487,35.37,14.184,0.022,0.008,2.664,0.002,25.093,61.632,1.256,2.037
12,2.05,53.041,1131.537,51.856,47.498,47.275,35.185,0.029,0.016,1.852,nan,33.586,65.346,1.155,1.817
13,1.88,78.282,766.815,46.405,37.041,36.921,17.808,0.046,0.042,1.11,nan,26.192,59.88,1.091,1.309
14,2.14,65.154,921.029,102.265,37.503,37.366,12.319,0.007,0.005,1.224,0.001,26.519,142.706,1.28,0.741
15,0.74,72.685,825.346,40.465,48.696,48.229,36.538,0.024,0.082,0.286,nan,34.433,45.898,0.763,1.792
16,2.32,54.389,1103.992,67.879,91.688,91.318,64.0,0.005,0.063,0.084,0.002,64.833,69.774,0.355,2.618
17,2.05,67.15,893.898,36.188,43.174,43.021,29.197,0.017,0.046,0.367,nan,30.528,40.678,0.55,1.729
18,1.92,75.702,792.569,43.113,23.275,23.195,2.083,0.041,0.005,8.58,nan,16.458,58.849,1.435,1.34
19,0.82,62.789,955.98,71.418,60.262,59.652,30.0,0.027,0.029,0.93,nan,42.611,92.311,0.961,2.037
20,1.47,70.308,853.549,51.704,30.244,30.095,3.922,0.052,0.011,4.936,nan,21.386,70.108,1.612,1.048
21,0.5,70.633,849.559,47.6,33.39,32.88,5.882,nan,0.024,nan,nan,23.61,63.933,0.766,inf
22,1.43,80.328,747.193,60.873,45.688,45.493,28.07,0.035,0.047,0.73,nan,32.306,78.925,1.223,1.386
23,2.15,80.116,749.1,58.457,33.286,33.188,10.0,0.049,0.017,2.901,0.002,23.537,79.234,1.512,1.047
24,2.21,63.953,939.057,69.085,82.337,82.043,59.286,0.03,0.075,0.404,0.003,58.221,78.697,0.591,2.295
25,2.12,70.622,849.622,18.027,17.544,17.485,0.0,0.013,0.005,2.448,nan,12.405,22.305,1.038,1.725
26,1.37,70.332,853.305,40.91,35.668,35.495,16.842,0.058,0.062,0.94,nan,25.221,51.63,1.001,1.636
27,2.57,76.75,781.75,27.178,13.921,13.89,0.0,0.013,0.004,3.397,0.008,9.843,37.076,1.423,1.442
28,0.83,81.462,736.91,34.754,26.4,26.207,2.985,0.026,0.027,0.947,nan,18.667,45.031,1.067,1.589
29,0.72,70.303,853.429,26.688,20.873,20.659,2.041,0.036,0.021,1.697,nan,14.76,34.9,1.483,1.735
30,1.93,87.747,683.952,37.156,26.913,26.833,5.952,0.054,0.018,3.007,nan,19.03,49.006,1.299,1.565
